id_acidente;id_veiculo;tipo_veiculo;sexo_condutor;idade_condutor;categoria_habilitacao;usa_cinto_seguranca;estado_alcoolizacao;escolaridade
D071101560;1;ON;M;39;SI;X;BR;8
D071101560;2;MO;M;19;SI;X;BR;5
D071101561;1;OU;X;SI;SI;X;BR;8
D071101562;1;AU;X;SI;SI;X;BR;8
D071101562;2;MO;M;22;SI;X;BR;3
D071101563;1;AU;X;SI;SI;X;BR;8
D071101563;2;MO;F;83;SI;X;BR;3
D071101564;1;MO;X;SI;SI;X;BR;8
D071101565;1;AU;F;43;SI;X;BR;7
D071101566;1;OU;M;42;HA;X;BR;5
D071101567;1;AU;F;SI;SI;X;BR;8
D071101568;1;MO;M;26;SI;X;BR;3
D071101569;1;MO;M;38;SI;X;BR;5
D071101570;1;OF;M;56;SI;X;BR;3
D071101570;2;AU;X;SI;SI;X;BR;8
D071101571;1;AU;M;40;SI;X;BR;7
D071101572;1;AU;M;47;SI;X;BR;8
D071101572;2;MO;M;30;SI;X;BR;5
D071101573;1;CA;M;25;SI;X;BR;8
D071101573;2;CA;M;36;SI;X;BR;8
D071101573;3;MO;M;36;SI;X;BR;3
D071101574;1;MO;M;20;HA;X;BR;5
D071101574;2;AU;M;34;HA;X;BR;7
D071101575;1;MO;M;26;HA;X;BR;2
D071101575;2;AU;F;36;HA;X;BR;7
D071101576;1;CM;M;35;SI;X;BR;3
D071101577;1;MO;M;23;IN;X;BR;3
D071101577;2;AU;M;27;SI;X;BR;3
D071101578;1;MO;M;19;SI;X;BR;5
D071101578;2;AU;M;46;SI;X;BR;8
D071101578;3;CM;M;58;SI;X;BR;8
D071101579;1;MO;M;26;IN;X;BR;3
D071101579;2;CM;M;24;SI;X;BR;5
D071101580;1;MO;M;30;SI;X;BR;5
D071101581;1;MO;M;25;SI;X;BR;5
D071101581;2;AU;M;48;SI;X;BR;5
D071101582;1;MO;M;28;SI;X;BR;5
D071101583;1;MO;F;29;SI;X;BR;5
D071101583;2;MC;M;28;SI;X;BR;8
D071101584;1;MO;M;24;IN;X;BR;8
D071101585;1;AU;F;30;HA;X;BR;7
D071101585;2;CA;M;31;SI;X;BR;5
D071101586;1;MO;M;22;HA;X;BR;3
D071101586;2;OU;M;32;HA;X;BR;5
D071101587;1;AU;M;34;SI;X;BR;5
D071101587;2;AU;X;SI;SI;X;BR;8
D071101588;1;MO;M;26;HA;X;BR;5
D071101588;2;AU;M;61;HA;X;BR;7
D071101589;1;CM;M;32;HA;X;BR;7
D071101589;2;CM;M;22;HA;X;BR;5
D071101590;1;MO;M;30;SI;X;BR;5
D071101590;2;AU;F;28;SI;X;BR;5
D071101591;1;AU;M;44;SI;X;BR;8
D071101591;2;AU;M;57;SI;X;BR;8
D071101591;3;AU;M;43;SI;X;BR;8
D071101591;4;AU;M;33;SI;X;BR;8
D071101592;1;MO;M;26;SI;X;BR;6
D071101592;2;AU;M;37;SI;X;BR;8
D071101593;1;MO;M;25;SI;X;BR;8
D071101593;2;AU;M;53;SI;X;BR;8
D071101594;1;OU;M;41;HA;X;BR;3
D071101594;2;AU;M;71;SI;X;BR;3
D071101595;1;MO;M;24;SI;X;BR;5
D071101595;2;AU;M;34;SI;X;BR;3
D071101595;3;AU;M;35;SI;X;BR;8
D071101596;1;MO;M;30;SI;X;BR;5
D071101597;1;CA;M;37;SI;X;BR;5
D071101598;1;MO;M;41;IN;X;BR;3
D071101598;2;CA;M;82;SI;X;BR;3
D071101599;1;MO;M;35;SI;X;BR;8
D071101600;1;MO;M;45;SI;X;BR;3
D071101600;2;AU;M;34;SI;X;BR;3
D071101601;1;MO;M;21;IN;X;BR;5
D071101601;2;AU;F;50;SI;X;BR;3
D071101602;1;MO;M;29;SI;X;BR;5
D071101602;2;CM;M;40;SI;X;BR;2
D071101603;1;MO;X;SI;SI;X;BR;8
D071101604;1;AU;X;SI;SI;X;BR;8
D071101605;1;ON;M;36;SI;X;BR;3
D071101606;1;AU;M;33;SI;X;BR;3
D071101607;1;MO;M;21;SI;X;BR;3
D071101608;1;AU;M;28;SI;X;BR;5
D071101609;1;MO;M;25;SI;X;BR;3
D071101610;1;AU;M;44;IN;X;BR;8
D071101611;1;MO;M;31;SI;X;BR;5
D071101611;2;AU;X;SI;SI;X;BR;8
D071101612;1;AU;M;42;SI;X;BR;3
D071101613;1;MO;M;24;SI;X;BR;3
D071101613;2;AU;M;SI;SI;X;BR;8
D071101614;1;AU;M;20;SI;X;BR;3
D071101614;2;AU;M;34;SI;X;BR;2
D071101615;1;MO;M;29;SI;X;BR;3
D071101615;2;MO;M;27;SI;X;BR;3
D071101616;1;MO;M;24;SI;X;BR;8
D071101616;2;AU;X;SI;SI;X;BR;8
D071101617;1;AU;M;25;SI;X;BR;3
D071101617;2;ON;M;24;SI;X;BR;5
D071101617;3;AU;M;42;SI;X;BR;5
D071101618;1;BI;M;11;NE;X;BR;3
D071101618;2;AU;M;29;SI;X;BR;3
D071101619;1;AU;M;18;IN;X;BR;3
D071101620;1;MO;M;36;SI;X;BR;5
D071101620;2;AU;X;SI;SI;X;BR;8
D071101621;1;CM;X;SI;SI;X;BR;8
D071101622;1;AU;F;37;SI;X;BR;5
D071101623;1;AU;M;33;IN;X;SA;3
D071101624;1;AU;M;SI;SI;X;BR;8
D071101625;1;MO;M;34;SI;X;BR;3
D071101626;1;MO;M;21;HA;X;BR;5
D071101627;1;AU;M;36;IN;X;BR;3
D071101627;2;AU;M;31;SI;X;BR;2
D071101628;1;CM;M;54;HA;X;BR;3
D071101629;1;AU;M;42;HA;X;BR;5
D071101630;1;AU;M;36;SI;X;BR;8
D071101631;1;MO;M;26;SI;X;BR;5
D071101631;2;AU;M;27;IN;X;BR;3
D071101632;1;AU;F;33;SI;X;BR;5
D071101633;1;MO;M;27;SI;X;BR;5
D071101634;1;MO;M;28;SI;X;BR;2
D071101634;2;AU;X;SI;SI;X;BR;8
D071101635;1;MO;M;31;SI;X;BR;5
D071101635;2;AU;M;53;SI;X;BR;3
D071101636;1;MO;X;SI;SI;X;BR;8
D071101637;1;MO;M;23;SI;X;BR;3
D071101637;2;CM;M;32;SI;X;BR;5
D071101638;1;ON;M;47;SI;X;BR;3
D071101639;1;AU;X;SI;SI;X;BR;8
D071101640;1;MO;X;SI;SI;X;BR;8
D071101642;1;MO;M;23;SI;X;BR;3
D071101642;2;AU;M;23;SI;X;BR;3
D071101643;1;AU;F;30;SI;X;BR;7
D071101643;2;AU;M;27;SI;X;BR;5
D071101643;3;AU;M;26;HA;X;BR;5
D071101644;1;MO;F;26;SI;X;BR;3
D071101645;1;MO;M;25;SI;X;BR;4
D071101645;2;AU;M;47;SI;X;BR;8
D071101646;1;MO;M;46;SI;X;BR;5
D071101646;2;AU;M;50;SI;X;BR;2
D071101647;1;MO;M;27;SI;X;BR;3
D071101648;1;MO;M;20;SI;X;BR;5
D071101648;2;CA;M;SI;SI;X;BR;8
D071101649;1;MO;M;29;SI;X;BR;7
D071101649;2;AU;M;24;SI;X;BR;5
D071101650;1;AU;M;34;HA;X;BR;6
D071101650;2;AU;M;23;HA;X;BR;5
D071101650;3;CM;M;26;HA;X;BR;5
D071101651;1;AU;M;30;IN;X;BR;2
D071101651;2;AU;F;38;SI;X;BR;2
D071101652;1;MO;M;42;HA;X;BR;3
D071101652;2;AU;M;46;HA;X;SA;3
D071101653;1;MO;M;24;SI;X;BR;5
D071101654;1;MO;X;SI;SI;X;BR;8
D071101655;1;MO;M;22;IN;X;BR;3
D071101656;1;ON;M;45;SI;X;BR;5
D071101656;2;AU;M;SI;SI;X;BR;8
D071101657;1;CM;M;59;SI;X;BR;8
D071101658;1;AU;M;25;SI;X;BR;3
D071101658;2;AU;M;29;SI;X;BR;5
D071101659;1;AU;M;27;SI;X;BR;5
D071101659;2;MO;M;26;SI;X;BR;5
D071101660;1;AU;F;36;SI;X;BR;5
D071101660;2;MO;M;19;SI;X;BR;5
D071101662;1;AU;M;41;SI;X;BR;5
D071101662;2;MO;M;20;SI;X;BR;5
D071101663;1;AU;M;61;SI;X;BR;2
D071101663;2;MO;M;23;SI;X;BR;3
D071101664;1;AU;X;SI;SI;X;BR;8
D071101664;2;MO;M;18;SI;X;BR;3
D071101665;1;AU;M;23;SI;X;SA;8
D071101667;1;AU;F;29;SI;X;BR;5
D071101668;1;AU;M;27;SI;X;BR;5
D071101668;2;AU;M;21;SI;X;BR;3
D071101669;1;CM;M;41;SI;X;BR;3
D071101669;2;AU;M;22;SI;X;BR;3
D071101670;1;AU;M;24;SI;X;BR;3
D071101670;2;CM;M;53;SI;X;BR;3
D071101671;1;OU;M;56;HA;X;BR;8
D071101672;1;AU;M;23;SI;X;BR;5
D071101672;2;BI;M;29;NE;X;BR;5
D071101673;1;SI;M;SI;SI;X;BR;8
D071101673;2;MO;M;22;SI;X;BR;3
D071101674;1;CM;M;25;SI;X;BR;7
D071101674;2;MO;M;24;SI;X;BR;5
D071101675;1;CM;M;26;SI;X;BR;5
D071101675;2;BI;M;22;SI;X;BR;3
D071101676;1;OU;X;SI;SI;X;BR;8
D071101677;1;MO;M;44;SI;X;BR;3
D071101678;1;AU;M;55;SI;X;BR;5
D071101678;2;MO;M;36;SI;X;BR;5
D071101679;1;CA;M;35;SI;X;BR;7
D071101679;2;MO;M;19;SI;X;BR;5
D071101680;1;AU;M;27;SI;X;BR;5
D071101680;2;AU;M;63;SI;X;BR;2
D071101681;1;MO;M;27;SI;X;BR;5
D071101681;2;BI;X;SI;SI;X;BR;8
D071101682;1;AU;M;25;HA;X;BR;5
D071101682;2;MO;M;27;SI;X;BR;2
D071101683;1;MO;M;21;SI;X;BR;3
D071101684;1;CM;M;28;SI;X;BR;5
D071101684;2;MO;M;28;SI;X;BR;5
D071101685;1;AU;F;62;SI;X;BR;3
D071101686;1;AU;M;30;SI;X;BR;7
D071101687;1;MO;M;33;SI;X;BR;8
D071101687;2;MO;M;SI;SI;X;BR;8
D071101687;3;AU;M;53;SI;X;BR;3
D071101687;4;AU;M;46;SI;X;BR;5
D071101688;1;MO;M;38;HA;X;BR;3
D071101688;2;AU;X;SI;SI;X;BR;8
D071101689;1;AU;M;25;SI;X;BR;3
D071101689;2;CA;M;45;SI;X;BR;8
D071101690;1;MO;M;28;SI;X;BR;5
D071101690;2;AU;M;44;SI;X;BR;3
D071101691;1;AU;F;32;SI;X;BR;3
D071101692;1;MO;M;25;SI;X;BR;8
D071101693;1;MO;M;SI;SI;X;BR;8
D071101694;1;AU;X;SI;SI;X;BR;8
D071101695;1;AU;M;43;SI;X;BR;3
D071101695;2;AU;M;24;SI;X;BR;5
D071101696;1;MO;M;34;SI;X;BR;8
D071101696;2;MO;X;SI;SI;X;BR;8
D071101697;1;AU;X;SI;SI;X;BR;8
D071101698;1;MO;M;29;SI;X;BR;2
D071101698;2;AU;M;30;SI;X;BR;5
D071101699;1;MO;M;42;SI;X;BR;5
D071101700;1;AU;M;58;SI;X;BR;3
D071101701;1;CA;M;44;SI;X;BR;3
D071101703;1;MO;M;28;HA;X;BR;2
D071101704;1;MO;X;SI;SI;X;BR;2
D071101705;1;AU;M;30;SI;X;BR;5
D071101705;2;AU;M;37;SI;X;BR;3
D071101705;3;AU;F;31;SI;X;BR;5
D071101706;1;MO;M;48;SI;X;BR;5
D071101706;2;AU;X;SI;SI;X;BR;8
D071101707;1;AU;M;20;SI;X;BR;5
D071101707;2;MO;M;22;SI;X;BR;5
D071101708;1;OU;M;SI;HA;X;BR;8
D071101709;1;AU;X;SI;SI;X;BR;8
D071101710;1;MO;M;29;SI;X;BR;5
D071101710;2;AU;M;29;SI;X;BR;5
D071101711;1;MO;M;24;SI;X;BR;5
D071101711;2;AU;M;44;SI;X;BR;3
D071101712;1;AU;M;42;SI;X;BR;7
D071101713;1;MO;M;36;SI;X;BR;5
D071101713;2;CA;M;22;IN;X;BR;3
D071101714;1;AU;M;56;SI;X;BR;8
D071101714;2;OU;M;43;SI;X;BR;3
D071101715;1;MO;M;21;SI;X;BR;6
D071101715;2;AU;M;37;SI;X;BR;5
D071101716;1;AU;M;30;SI;X;SA;3
D071101717;1;MO;M;43;SI;X;BR;5
D071101718;1;AU;M;30;SI;X;BR;6
D071101718;2;AU;M;SI;SI;X;BR;8
D071101719;1;MO;M;33;SI;X;BR;3
D071101720;1;MO;M;27;SI;X;BR;8
D071101720;2;MO;M;19;SI;X;BR;4
D071101721;1;AU;M;30;HA;X;BR;6
D071101721;2;AU;M;51;HA;X;BR;3
D071101722;1;MO;M;38;SI;X;BR;8
D071101723;1;MO;M;16;IN;X;BR;3
D071101723;2;MO;M;24;SI;X;BR;5
D071101724;1;AU;M;19;SI;X;BR;5
D071101724;2;CM;M;33;SI;X;BR;5
D071101725;1;CM;M;31;SI;X;BR;2
D071101725;2;BI;M;22;NE;X;BR;5
D071101726;1;AU;M;66;SI;X;BR;5
D071101727;1;MO;M;19;SI;X;BR;5
D071101727;2;AU;M;39;SI;X;BR;3
D071101728;1;AU;M;24;HA;X;BR;6
D071101728;2;AU;M;22;HA;X;BR;5
D071101729;1;MO;M;30;SI;X;BR;5
D071101729;2;AU;M;31;SI;X;BR;5
D071101730;1;MO;M;23;SI;X;BR;5
D071101730;2;AU;M;31;SI;X;BR;3
D071101731;1;BI;M;24;SI;X;BR;5
D071101731;2;CA;M;21;IN;X;BR;4
D071101732;1;MO;M;24;SI;X;BR;5
D071101732;2;AU;M;27;SI;X;BR;5
D071101733;1;AU;M;28;SI;X;BR;5
D071101734;1;MO;M;45;SI;X;BR;8
D071101734;2;AU;F;22;SI;X;BR;7
D071101736;1;AU;M;19;SI;X;BR;3
D071101736;2;AU;M;42;SI;X;BR;5
D071101737;1;ON;M;33;SI;X;BR;4
D071101737;2;MO;M;55;SI;X;BR;3
D071101738;1;MO;M;55;SI;X;BR;5
D071101738;2;AU;M;29;SI;X;BR;5
D071101739;1;MO;M;28;IN;X;BR;5
D071101739;2;MO;M;19;SI;X;BR;5
D071101740;1;MO;M;40;SI;X;BR;5
D071101740;2;AU;M;SI;SI;X;BR;8
D071101741;1;MO;M;25;SI;X;BR;3
D071101741;2;AU;F;50;SI;X;BR;6
D071101742;1;MO;M;28;SI;X;BR;8
D071101743;1;AU;M;55;SI;X;BR;3
D071101743;2;AU;M;SI;SI;X;BR;8
D071101744;1;AU;M;43;SI;X;BR;3
D071101744;2;AU;M;SI;SI;X;BR;8
D071101745;1;AU;F;23;SI;X;BR;3
D071101746;1;MO;M;32;SI;X;BR;8
D071101746;2;AU;M;55;SI;X;BR;2
D071101747;1;MO;M;25;SI;X;BR;5
D071101747;2;AU;F;26;SI;X;BR;5
D071101748;1;MO;M;40;SI;X;BR;8
D071101748;2;AU;M;27;SI;X;BR;3
D071101749;1;MO;M;17;IN;X;BR;2
D071101750;1;AU;M;48;IN;X;BR;3
D071101750;2;MC;M;33;SI;X;BR;3
D071101751;1;AU;M;23;SI;X;BR;5
D071101752;1;MO;M;17;IN;X;BR;3
D071101753;1;ON;M;24;SI;X;BR;5
D071101753;2;CA;M;57;SI;X;BR;1
D071101754;1;AU;M;40;SI;X;BR;3
D071101754;2;MO;M;31;SI;X;BR;5
D071101755;1;AU;X;SI;SI;X;BR;8
D071101755;2;MO;M;29;HA;X;BR;8
D071101756;1;AU;M;36;IN;X;SA;5
D071101757;1;OU;M;35;HA;X;BR;3
D071101758;1;MO;M;24;SI;X;BR;3
D071101760;1;CM;M;35;SI;X;BR;3
D071101760;2;AU;M;22;SI;X;BR;5
D071101760;3;AU;M;33;SI;X;BR;5
D071101761;1;MO;M;SI;SI;X;BR;8
D071101761;2;MO;M;41;SI;X;BR;5
D071101762;1;AU;M;40;SI;X;BR;5
D071101762;2;AU;M;32;SI;X;BR;8
D071101762;3;AU;F;25;SI;X;BR;5
D071101763;1;AU;F;35;SI;X;BR;7
D071101764;1;SI;X;SI;SI;X;BR;8
D071101764;2;MO;M;27;SI;X;BR;3
D071101765;1;MO;M;SI;SI;X;BR;8
D071101766;1;AU;M;59;SI;X;BR;7
D071101766;2;AU;M;50;SI;X;BR;3
D071101767;1;AU;M;36;IN;X;SA;5
D071101767;2;MO;M;29;SI;X;BR;5
D071101768;1;OU;M;SI;HA;X;BR;3
D071101769;1;ON;M;45;SI;X;BR;5
D071101770;1;AU;M;26;IN;X;BR;2
D071101770;2;MO;M;23;SI;X;BR;3
D071101771;1;AU;M;22;IN;X;BR;3
D071101772;1;MO;M;34;IN;X;BR;3
D071101773;1;MO;M;18;HA;X;BR;3
D071101773;2;AU;M;49;HA;X;BR;7
D071101774;1;AU;M;26;IN;X;BR;5
D071101774;2;AU;M;35;SI;X;BR;2
D071101775;1;AU;M;27;SI;X;BR;7
D071101775;2;AU;M;57;SI;X;BR;2
D071101775;3;AU;M;39;SI;X;BR;5
D071101776;1;AU;M;26;HA;X;BR;7
D071101776;2;AU;M;65;HA;X;BR;3
D071101777;1;MO;M;24;HA;X;BR;5
D071101777;2;AU;M;51;HA;X;BR;3
D071101778;1;AU;M;SI;SI;X;BR;8
D071101779;1;MO;M;21;SI;X;BR;3
D071101779;2;AU;X;SI;SI;X;BR;8
D071101780;1;MO;X;SI;SI;X;BR;3
D071101780;2;AU;X;SI;SI;X;BR;8
D071101782;1;AU;M;36;SI;X;BR;5
D071101782;2;CM;F;24;SI;X;BR;5
D071101783;1;MO;M;28;SI;X;BR;5
D071101783;2;BI;M;29;NE;X;BR;8
D071101784;1;MO;M;45;HA;X;BR;2
D071101784;2;AU;M;32;HA;X;BR;5
D071101785;1;BI;M;36;NE;X;BR;3
D071101785;2;AU;M;22;IN;X;BR;5
D071101786;1;AU;M;29;HA;X;BR;5
D071101786;2;BI;F;33;NE;X;BR;3
D071101787;1;MO;M;36;HA;X;BR;2
D071101787;2;AU;M;22;HA;X;BR;3
D071101789;1;MO;M;20;SI;X;BR;3
D071101790;1;OU;M;41;HA;X;BR;8
D071101791;1;AU;M;35;SI;X;BR;5
D071101791;2;MO;M;23;IN;X;BR;3
D071101792;1;SI;F;SI;SI;X;BR;8
D071101793;1;AU;M;18;IN;X;BR;4
D071101794;1;AU;M;25;IN;X;BR;5
D071101794;2;AU;M;31;HA;X;BR;3
D071101795;1;MO;M;28;HA;X;BR;7
D071101795;2;MC;F;47;SI;X;BR;3
D071101796;1;MO;X;SI;SI;X;BR;8
D071101797;1;MO;M;29;HA;X;BR;5
D071101797;2;CA;M;55;HA;X;BR;3
D071101798;1;AU;M;63;HA;X;BR;8
D071101799;1;MO;M;30;SI;X;BR;3
D071101799;2;ON;M;35;SI;X;BR;5
D071101800;1;AU;X;SI;SI;X;BR;8
D071101800;2;AU;F;63;SI;X;BR;5
D071101801;1;CA;M;35;HA;X;BR;5
D071101801;2;CM;M;23;HA;X;BR;8
D071101801;3;AU;X;SI;SI;X;BR;8
D071101802;1;AU;F;22;HA;X;BR;6
D071101802;2;ON;M;25;HA;X;BR;5
D071101803;1;OU;M;37;HA;X;BR;3
D071101804;1;MO;M;40;HA;X;BR;6
D071101804;2;AU;M;27;HA;X;BR;5
D071101805;1;MC;M;SI;SI;X;BR;8
D071101806;1;CM;M;21;HA;X;BR;5
D071101806;2;OU;M;50;HA;X;BR;2
D071101807;1;AU;M;52;SI;X;BR;3
D071101807;2;AU;M;38;IN;X;BR;2
D071101808;1;MO;M;29;HA;X;BR;5
D071101808;2;MO;M;16;IN;X;BR;2
D071101809;1;OU;M;34;SI;X;BR;3
D071101810;1;MO;M;20;IN;X;BR;3
D071101811;1;BI;M;33;NE;X;BR;3
D071101811;2;AU;M;35;SI;X;BR;5
D071101812;1;MO;M;19;HA;X;BR;5
D071101813;1;AU;F;31;HA;X;BR;7
D071101813;2;MO;M;37;HA;X;BR;8
D071101814;1;CM;M;42;HA;X;BR;8
D071101814;2;AU;M;34;HA;X;BR;3
D071101815;1;AU;M;28;HA;X;BR;5
D071101815;2;AU;M;22;HA;X;BR;6
D071101817;1;MO;X;SI;SI;X;BR;8
D071101817;2;MO;M;23;SI;X;BR;5
D071101818;1;AU;M;46;SI;X;BR;2
D071101818;2;MO;M;41;SI;X;BR;5
D071101818;3;CA;M;46;SI;X;BR;3
D071101819;1;CM;M;18;HA;X;BR;5
D071101819;2;AU;M;77;HA;X;BR;5
D071101819;3;AU;M;46;HA;X;BR;5
D071101819;4;AU;M;23;IN;X;BR;3
D071101820;1;AU;M;67;HA;X;BR;3
D071101820;2;AU;M;55;HA;X;BR;3
D071101820;3;AU;M;64;HA;X;BR;3
D071101821;1;SI;X;SI;SI;X;BR;8
D071101821;2;BI;M;30;NE;X;BR;3
D071101822;1;AU;M;59;IN;X;SA;3
D071101823;1;AU;M;48;SI;X;BR;2
D071101823;2;AU;M;33;SI;X;BR;5
D071101823;3;AU;M;37;SI;X;BR;5
D071101824;1;AU;M;29;SI;X;BR;3
D071101824;2;AU;M;38;SI;X;BR;5
D071101824;3;AU;M;21;IN;X;BR;3
D071101825;1;AU;M;39;SI;X;BR;5
D071101826;1;AU;F;34;SI;X;BR;5
D071101827;1;MO;M;25;SI;X;BR;6
D071101828;1;AU;M;SI;SI;X;BR;8
D071101829;1;AU;M;21;SI;X;BR;3
D071101830;1;AU;M;38;SI;X;BR;5
D071101831;1;MO;M;38;SI;X;BR;3
D071101831;2;AU;X;SI;SI;X;BR;8
D071101832;1;MO;M;26;SI;X;BR;3
D071101832;2;AU;M;40;SI;X;BR;3
D071101833;1;AU;M;45;HA;X;BR;5
D071101833;2;AU;M;23;HA;X;BR;5
D071101834;1;AU;F;29;SI;X;BR;6
D071101834;2;AU;M;SI;SI;X;BR;8
D071101835;1;AU;M;38;SI;X;BR;6
D071101835;2;AU;M;21;SI;X;BR;5
D071101836;1;MO;M;23;SI;X;BR;5
D071101837;1;AU;F;51;SI;X;BR;5
D071101838;1;MO;M;27;HA;X;BR;8
D071101838;2;CM;F;40;HA;X;BR;7
D071101839;1;MO;M;28;HA;X;BR;4
D071101839;2;OU;M;34;HA;X;BR;3
D071101840;1;AU;M;25;SI;X;BR;5
D071101841;1;AU;M;30;SI;X;BR;3
D071101841;2;OF;M;66;SI;X;BR;3
D071101842;1;MO;M;SI;SI;X;BR;8
D071101843;1;AU;M;25;SI;X;BR;7
D071101843;2;OU;M;40;SI;X;BR;3
D071101844;1;AU;M;57;SI;X;BR;5
D071101845;1;AU;M;39;HA;X;BR;5
D071101845;2;BI;M;13;NE;X;BR;8
D071101846;1;AU;M;20;SI;X;BR;5
D071101846;2;MO;M;SI;SI;X;BR;8
D071101847;1;AU;M;41;SI;X;BR;2
D071101847;2;AU;M;36;SI;X;BR;4
D071101848;1;AU;M;30;SI;X;BR;5
D071101848;2;AU;F;57;SI;X;BR;5
D071101849;1;MO;M;19;HA;X;BR;6
D071101849;2;AU;M;22;HA;X;BR;6
D071101850;1;AU;M;33;SI;X;BR;5
D071101851;1;CM;M;31;SI;X;BR;3
D071101852;1;MO;M;SI;SI;X;BR;8
D071101853;1;MO;M;25;SI;X;BR;4
D071101854;1;AU;F;20;SI;X;BR;6
D071101854;2;MO;M;30;SI;X;BR;4
D071101855;1;AU;M;25;SI;X;BR;5
D071101855;2;AU;M;46;SI;X;BR;3
D071101856;1;AU;F;27;SI;X;BR;5
D071101856;2;AU;F;22;IN;X;BR;5
D071101857;1;AU;X;SI;SI;X;BR;8
D071101858;1;MO;M;29;SI;X;BR;5
D071101858;2;AU;M;26;SI;X;BR;5
D071101859;1;AU;X;SI;SI;X;BR;8
D071101859;2;MO;F;25;SI;X;BR;5
D071101860;1;AU;M;26;HA;X;BR;5
D071101860;2;AU;M;40;HA;X;BR;5
D071101861;1;MO;M;26;SI;X;BR;3
D071101861;2;SI;X;SI;SI;X;BR;8
D071101862;1;MO;M;32;SI;X;BR;5
D071101862;2;AU;X;SI;SI;X;BR;8
D071101863;1;AU;M;28;HA;X;BR;5
D071101863;2;MO;M;33;HA;X;BR;7
D071101863;3;AU;M;49;HA;X;BR;3
D071101864;1;MO;M;47;SI;X;BR;5
D071101864;2;AU;X;SI;SI;X;BR;8
D071101865;1;AU;M;52;HA;X;BR;2
D071101866;1;AU;M;40;SI;X;BR;5
D071101866;2;MO;M;SI;SI;X;BR;8
D071101867;1;ON;M;58;SI;X;BR;3
D071101868;1;SI;X;SI;SI;X;BR;8
D071101869;1;AU;M;26;HA;X;BR;5
D071101869;2;AU;M;30;HA;X;SA;5
D071101870;1;MO;M;16;IN;X;BR;3
D071101870;2;ON;M;54;SI;X;BR;3
D071101871;1;AU;M;58;HA;X;BR;2
D071101871;2;AU;M;24;HA;X;BR;6
D071101872;1;AU;M;26;IN;X;BR;2
D071101872;2;MO;M;21;HA;X;BR;5
D071101872;3;AU;F;44;HA;X;BR;7
D071101873;1;MO;M;32;SI;X;BR;5
D071101873;2;AU;X;SI;SI;X;BR;8
D071101874;1;AU;M;28;IN;X;BR;3
D071101874;2;MO;M;48;IN;X;BR;5
D071101875;1;OU;M;49;HA;X;BR;5
D071101875;2;AU;M;34;SI;X;BR;8
D071101875;3;AU;M;49;SI;X;BR;5
D071101876;1;AU;M;SI;SI;X;BR;6
D071101877;1;MO;M;31;SI;X;BR;3
D071101877;2;BI;M;45;NE;X;BR;3
D071101878;1;AU;M;28;SI;X;BR;5
D071101878;2;MO;M;21;SI;X;BR;3
D071101879;1;ON;X;SI;SI;X;BR;8
D071101880;1;AU;X;SI;SI;X;BR;8
D071101880;2;MO;M;33;SI;X;BR;5
D071101881;1;MO;M;25;SI;X;BR;5
D071101882;1;AU;M;23;SI;X;BR;5
D071101883;1;AU;F;18;IN;X;BR;8
D071101883;2;AU;M;33;HA;X;BR;5
D071101884;1;MO;M;14;IN;X;BR;2
D071101885;1;MO;M;23;SI;X;BR;5
D071101885;2;AU;M;33;SI;X;BR;5
D071101886;1;MO;X;SI;SI;X;BR;8
D071101887;1;AU;M;SI;SI;X;BR;8
D071101887;2;MO;M;19;SI;X;BR;5
D071101888;1;AU;M;44;SI;X;BR;3
D071101888;2;MC;M;29;SI;X;BR;3
D071101889;1;MO;M;26;IN;X;BR;8
D071101889;2;AU;M;54;HA;X;BR;8
D071101890;1;MO;M;18;IN;X;BR;3
D071101891;1;MO;M;19;SI;X;BR;5
D071101891;2;AU;M;29;SI;X;BR;6
D071101892;1;MC;M;SI;SI;X;BR;8
D071101893;1;MC;M;SI;SI;X;BR;8
D071101893;2;AU;M;40;SI;X;BR;5
D071101894;1;AU;M;28;SI;X;BR;5
D071101895;1;MO;M;66;SI;X;BR;2
D071101895;2;BI;M;8;NE;X;BR;8
D071101896;1;AU;F;33;SI;X;BR;5
D071101897;1;MO;M;33;SI;X;BR;7
D071101897;2;AU;M;41;SI;X;BR;3
D071101898;1;MO;M;45;HA;X;BR;3
D071101898;2;OU;M;56;HA;X;BR;3
D071101899;1;SI;X;SI;SI;X;BR;8
D071101900;1;ON;M;SI;SI;X;BR;8
D071101900;2;AU;F;20;SI;X;BR;5
D071101901;1;AU;F;24;HA;X;BR;5
D071101901;2;AU;X;SI;SI;X;BR;8
D071101902;1;OU;M;46;HA;X;BR;5
D071101903;1;MO;M;55;SI;X;BR;5
D071101904;1;AU;M;23;HA;X;BR;5
D071101904;2;CM;M;42;HA;X;BR;3
D071101905;1;AU;M;57;SI;X;BR;7
D071101905;2;MO;M;27;SI;X;BR;3
D071101906;1;MO;M;36;SI;X;BR;5
D071101906;2;AU;M;31;SI;X;BR;7
D071101907;1;AU;M;63;SI;X;BR;8
D071101907;2;CM;M;54;SI;X;BR;8
D071101908;1;AU;M;50;SI;X;BR;5
D071101909;1;AU;M;31;SI;X;BR;3
D071101909;2;AU;M;34;SI;X;BR;5
D071101909;3;AU;F;37;SI;X;BR;7
D071101910;1;MO;M;16;IN;X;BR;3
D071101911;1;MO;M;38;SI;X;BR;7
