id_acidente;id_veiculo;tipo_veiculo;sexo_condutor;idade_condutor;categoria_habilitacao;usa_cinto_seguranca;estado_alcoolizacao;escolaridade
D111200203;2;AU;M;72;SI;X;BR;3
D111200204;1;OU;M;28;HA;X;BR;5
D111200204;2;MO;M;24;SI;X;BR;5
D111200205;1;SI;X;SI;SI;X;BR;8
D111200206;1;AU;M;48;SI;X;BR;5
D111200207;1;SI;X;SI;SI;X;BR;8
D111200208;1;BI;M;35;NE;X;BR;7
D111200209;1;AU;M;23;SI;X;BR;3
D111200209;2;MO;M;28;SI;X;BR;3
D111200210;1;AU;M;41;SI;X;BR;3
D111200210;2;MO;M;31;SI;X;BR;8
D111200211;1;AU;M;65;SI;X;BR;5
D111200212;1;AU;F;24;SI;X;BR;7
D111200212;2;AU;M;67;SI;X;BR;7
D111200212;3;AU;M;48;SI;X;BR;4
D111200213;1;AU;F;27;HA;X;BR;5
D111200214;1;AU;F;43;SI;X;BR;7
D111200214;2;AU;M;36;SI;X;BR;7
D111200215;1;MO;M;31;SI;X;BR;3
D111200216;1;MO;M;28;SI;X;AA;5
D111200216;2;AU;M;29;SI;X;BR;5
D111200217;1;MO;M;32;SI;X;BR;5
D111200217;2;AU;X;SI;SI;X;BR;8
D111200218;1;MO;M;32;SI;X;BR;5
D111200218;2;AU;M;57;SI;X;BR;5
D111200219;1;AU;M;26;SI;X;BR;6
D111200220;1;MO;M;20;SI;X;BR;3
D111200220;2;AU;X;SI;SI;X;BR;8
D111200221;1;BI;F;27;NE;X;BR;5
D111200221;2;AU;M;87;SI;X;BR;7
D111200222;1;CM;M;36;SI;X;BR;5
D111200223;1;AU;M;35;SI;X;BR;5
D111200224;1;MO;M;28;SI;X;BR;8
D111200224;2;AU;M;39;HA;X;BR;7
D111200225;1;OU;M;36;HA;X;BR;5
D111200226;1;MO;M;35;SI;X;BR;4
D111200226;2;MO;M;19;SI;X;BR;5
D111200227;1;MO;M;33;SI;X;BR;3
D111200227;2;AU;F;49;SI;X;BR;7
D111200228;1;MO;M;26;SI;X;BR;5
D111200229;1;AU;F;27;SI;X;BR;7
D111200230;1;AU;M;36;SI;X;BR;5
D111200231;1;AU;F;30;SI;X;BR;8
D111200231;2;CA;M;SI;SI;X;BR;8
D111200232;1;MO;M;39;SI;X;BR;3
D111200232;2;AU;M;34;SI;X;BR;3
D111200233;1;OU;M;39;HA;X;BR;5
D111200234;1;OU;M;45;HA;X;BR;3
D111200235;1;AU;M;26;SI;X;BR;7
D111200235;2;CM;M;30;SI;X;BR;7
D111200237;1;MO;M;21;SI;X;BR;4
D111200237;2;AU;M;SI;SI;X;BR;8
D111200238;1;MO;M;23;SI;X;BR;5
D111200238;2;AU;M;SI;SI;X;BR;8
D111200239;1;CM;F;54;SI;X;BR;7
D111200239;2;MO;F;37;SI;X;BR;5
D111200240;1;AU;F;SI;SI;X;BR;8
D111200240;2;MO;M;20;SI;X;BR;5
D111200241;1;MO;M;33;SI;X;BR;3
D111200241;2;AU;X;SI;SI;X;BR;8
D111200242;1;MO;M;33;SI;X;BR;5
D111200242;2;CM;M;24;SI;X;BR;7
D111200243;1;MO;M;21;HA;X;BR;3
D111200243;2;AU;F;37;SI;X;BR;7
D111200244;1;MO;M;41;SI;X;BR;5
D111200244;2;AU;M;SI;SI;X;BR;8
D111200245;1;AU;M;32;SI;X;BR;8
D111200245;2;AU;F;31;SI;X;BR;8
D111200245;3;AU;M;SI;SI;X;BR;8
D111200246;1;AU;M;39;SI;X;BR;5
D111200246;2;MO;M;29;SI;X;BR;5
D111200247;1;AU;M;56;SI;X;BR;7
D111200248;1;AU;F;32;SI;X;BR;7
D111200248;2;AU;M;46;SI;X;BR;7
D111200248;3;CM;M;48;SI;X;BR;3
D111200249;1;MO;M;18;SI;X;BR;5
D111200249;2;AU;M;64;SI;X;BR;3
D111200250;1;CM;M;24;SI;X;BR;3
D111200251;1;AU;M;22;SI;X;BR;6
D111200251;2;AU;F;30;SI;X;BR;7
D111200252;1;AU;M;26;SI;X;SA;3
D111200252;2;AU;M;37;SI;X;BR;5
D111200253;1;AU;M;22;IN;X;BR;6
D111200253;2;MO;F;26;SI;X;BR;4
D111200254;1;MO;M;31;SI;X;BR;3
D111200255;1;AU;M;24;SI;X;BR;5
D111200255;2;AU;M;56;SI;X;BR;5
D111200256;1;AU;F;78;SI;X;BR;7
D111200256;2;MO;M;20;SI;X;BR;5
D111200257;1;CM;M;58;SI;X;BR;6
D111200258;1;AU;M;50;HA;X;BR;5
D111200258;2;MO;M;29;HA;X;BR;5
D111200259;1;AU;F;33;SI;X;BR;5
D111200259;2;MO;M;25;SI;X;BR;3
D111200260;1;AU;F;52;SI;X;BR;7
D111200260;2;AU;M;41;SI;X;BR;7
D111200260;3;CA;M;22;SI;X;BR;3
D111200260;4;CM;M;33;SI;X;BR;7
D111200261;1;AU;M;19;SI;X;BR;6
D111200262;1;AU;M;23;SI;X;BR;7
D111200263;1;AU;F;25;SI;X;BR;3
D111200263;2;MO;M;50;SI;X;BR;3
D111200264;1;AU;M;44;SI;X;BR;7
D111200265;1;CM;M;24;IN;X;BR;3
D111200266;1;MO;M;30;SI;X;BR;3
D111200267;1;AU;F;31;SI;X;BR;3
D111200268;1;SI;X;SI;SI;X;BR;8
D111200269;1;AU;M;SI;SI;X;BR;8
D111200269;2;MO;M;40;SI;X;BR;3
D111200270;1;AU;M;69;SI;X;BR;8
D111200270;2;MO;M;48;SI;X;BR;3
D111200271;1;AU;M;22;SI;X;BR;3
D111200272;1;AU;F;31;SI;X;BR;7
D111200273;1;MO;M;61;SI;X;BR;3
D111200273;2;MO;M;30;SI;X;BR;5
D111200274;1;AU;F;SI;SI;X;BR;8
D111200274;2;MO;M;34;SI;X;BR;3
D111200275;1;MO;M;33;SI;X;BR;3
D111200275;2;MO;X;SI;SI;X;BR;8
D111200276;1;AU;M;27;SI;X;BR;7
D111200276;2;MO;M;38;SI;X;BR;8
D111200277;1;CM;M;36;SI;X;BR;5
D111200277;2;MO;M;52;SI;X;BR;7
D111200278;1;AU;X;SI;SI;X;BR;8
D111200278;2;AU;F;23;SI;X;BR;7
D111200279;1;AU;M;33;SI;X;BR;3
D111200279;2;AU;M;59;SI;X;BR;3
D111200279;3;AU;M;43;SI;X;BR;7
D111200280;1;AU;F;SI;SI;X;BR;8
D111200281;1;AU;M;26;SI;X;BR;6
D111200281;2;MO;M;26;SI;X;BR;3
D111200282;1;CM;M;39;SI;X;BR;5
D111200282;2;MO;M;39;IN;X;BR;3
D111200283;1;AU;M;SI;SI;X;BR;8
D111200284;1;MO;M;33;SI;X;BR;5
D111200284;2;SI;F;SI;SI;X;BR;8
D111200285;1;AU;M;61;SI;X;BR;3
D111200285;2;MO;M;26;SI;X;BR;5
D111200286;1;AU;F;SI;SI;X;BR;8
D111200286;2;MO;M;19;SI;X;BR;5
D111200287;1;AU;F;43;SI;X;BR;5
D111200287;2;MO;M;32;SI;X;BR;7
D111200288;1;AU;F;24;SI;X;BR;6
D111200288;2;MO;M;50;SI;X;BR;5
D111200289;1;AU;M;24;SI;X;BR;5
D111200289;2;AU;M;21;SI;X;BR;5
D111200290;1;AU;M;25;SI;X;BR;3
D111200291;1;AU;M;37;SI;X;BR;5
D111200291;2;AU;M;44;SI;X;BR;5
D111200291;3;AU;M;29;SI;X;BR;7
D111200292;1;AU;F;47;SI;X;BR;5
D111200292;2;MO;M;26;SI;X;BR;5
D111200293;1;MO;F;33;SI;X;BR;5
D111200294;1;CM;M;62;SI;X;BR;7
D111200294;2;MO;M;34;SI;X;BR;3
D111200295;1;MO;M;26;SI;X;BR;3
D111200295;2;AU;F;33;SI;X;BR;4
D111200296;1;MO;M;28;SI;X;BR;3
D111200296;2;AU;M;49;SI;X;BR;7
D111200297;1;MO;F;48;SI;X;BR;8
D111200297;2;AU;M;36;SI;X;BR;5
D111200298;1;AU;M;58;SI;X;BR;8
D111200299;1;OU;M;51;HA;X;BR;3
D111200300;1;MO;M;20;SI;X;BR;5
D111200300;2;MO;M;29;SI;X;BR;5
D111200301;1;AU;M;38;SI;X;BR;7
D111200301;2;AU;M;31;SI;X;BR;7
D111200301;3;AU;M;58;SI;X;BR;7
D111200302;1;AU;F;33;SI;X;BR;8
D111200303;1;MO;M;26;SI;X;BR;5
D111200303;2;CM;F;29;SI;X;BR;7
D111200303;3;AU;F;53;SI;X;BR;5
D111200304;1;MO;M;26;SI;X;BR;5
D111200304;2;AU;M;25;SI;X;BR;7
D111200305;1;MO;M;25;SI;X;BR;8
D111200305;2;AU;F;36;SI;X;BR;7
D111200306;1;AU;M;37;SI;X;BR;7
D111200307;1;AU;M;19;SI;X;BR;5
D111200307;2;AU;F;53;SI;X;BR;8
D111200308;1;AU;M;41;SI;X;BR;8
D111200308;2;CM;M;48;SI;X;BR;7
D111200309;1;MO;M;35;SI;X;BR;5
D111200309;2;AU;F;35;SI;X;BR;7
D111200310;1;AU;M;65;SI;X;BR;3
D111200311;1;MO;M;35;SI;X;BR;5
D111200311;2;AU;F;43;SI;X;BR;8
D111200312;1;MO;M;27;SI;X;BR;5
D111200312;2;CA;M;39;SI;X;BR;8
D111200313;1;MO;M;39;SI;X;BR;3
D111200313;2;MO;M;19;SI;X;BR;3
D111200314;1;AU;M;40;SI;X;BR;5
D111200315;1;AU;M;74;SI;X;BR;5
D111200315;2;AU;F;SI;SI;X;BR;8
D111200316;1;MO;M;24;SI;X;BR;5
D111200316;2;AU;F;38;SI;X;BR;7
D111200317;1;MO;M;22;SI;X;BR;5
D111200317;2;AU;M;50;SI;X;BR;3
D111200318;1;MO;M;33;SI;X;BR;5
D111200318;2;AU;M;39;SI;X;BR;7
D111200319;1;OT;M;47;HA;X;BR;5
D111200319;2;OT;M;51;HA;X;BR;8
D111200320;1;MO;M;24;IN;X;BR;4
D111200320;2;CM;F;59;SI;X;BR;7
D111200321;1;AU;M;SI;SI;X;BR;6
D111200322;1;OU;M;43;HA;X;BR;5
D111200323;1;AU;M;39;SI;X;BR;7
D111200323;2;AU;M;20;SI;X;BR;4
D111200324;1;AU;M;59;SI;X;BR;3
D111200324;2;AU;M;31;SI;X;BR;5
D111200325;1;AU;M;41;HA;X;BR;5
D111200326;1;AU;M;31;SI;X;BR;5
D111200327;1;MO;M;30;SI;X;BR;2
D111200327;2;AU;F;46;SI;X;BR;7
D111200328;1;BI;M;39;NE;X;BR;5
D111200328;2;MO;M;31;SI;X;BR;5
D111200328;3;AU;M;29;SI;X;BR;7
D111200329;1;AU;F;29;SI;X;BR;7
D111200329;2;AU;M;34;SI;X;SA;3
D111200329;3;AU;M;60;SI;X;BR;7
D111200330;1;AU;M;28;SI;X;SA;8
D111200331;1;MO;M;47;SI;X;BR;8
D111200331;2;AU;F;55;SI;X;BR;8
D111200332;1;MO;F;24;HA;X;BR;5
D111200332;2;AU;M;30;HA;X;BR;5
D111200333;1;MO;M;26;SI;X;BR;2
D111200333;2;AU;M;SI;SI;X;BR;8
D111200334;1;MO;M;45;SI;X;BR;5
D111200334;2;AU;F;SI;SI;X;BR;8
D111200335;1;AU;F;65;SI;X;BR;5
D111200335;2;AU;M;28;SI;X;BR;4
D111200335;3;CM;F;33;SI;X;BR;8
D111200336;1;MO;M;44;SI;X;BR;3
D111200337;1;MO;M;25;SI;X;BR;3
D111200337;2;BI;M;16;NE;X;BR;3
D111200338;1;MO;M;26;SI;X;BR;3
D111200339;1;MO;M;27;SI;X;BR;3
D111200340;1;ON;X;SI;SI;X;BR;8
D111200341;1;AU;M;33;SI;X;BR;5
D111200341;2;MO;M;44;SI;X;BR;2
D111200342;1;AU;F;45;SI;X;BR;5
D111200342;2;MO;M;44;SI;X;BR;3
D111200343;1;AU;M;35;SI;X;BR;5
D111200344;1;MO;M;17;IN;X;BR;3
D111200345;1;MO;M;22;SI;X;BR;5
D111200345;2;AU;F;35;SI;X;BR;8
D111200345;3;AU;M;28;SI;X;BR;5
D111200346;1;MO;M;21;SI;X;BR;5
D111200347;1;AU;M;62;SI;X;BR;3
D111200347;2;AU;M;37;SI;X;BR;7
D111200348;1;AU;M;73;SI;X;BR;5
D111200348;2;MO;M;28;SI;X;BR;5
D111200348;3;AU;M;25;SI;X;BR;7
D111200349;1;AU;F;34;SI;X;BR;7
D111200349;2;MO;F;34;SI;X;BR;6
D111200350;1;AU;M;55;SI;X;BR;7
D111200350;2;MO;F;33;SI;X;BR;8
D111200351;1;AU;F;48;SI;X;BR;7
D111200352;1;AU;M;27;SI;X;BR;8
D111200352;2;MO;M;33;SI;X;BR;5
D111200353;1;AU;M;78;SI;X;BR;8
D111200353;2;AU;F;44;SI;X;BR;5
D111200354;1;MO;X;SI;SI;X;BR;8
D111200354;2;BI;M;14;NE;X;BR;2
D111200355;1;AU;M;SI;SI;X;BR;8
D111200356;1;AU;F;32;SI;X;BR;7
D111200356;2;BI;M;35;NE;X;BR;5
D111200357;1;CM;M;61;SI;X;BR;8
D111200357;2;CM;M;25;SI;X;BR;5
D111200358;1;AU;F;43;SI;X;BR;3
D111200358;2;MO;M;25;SI;X;BR;5
D111200359;1;AU;M;24;SI;X;BR;5
D111200359;2;AU;M;49;SI;X;BR;5
D111200360;1;AU;F;47;SI;X;BR;7
D111200360;2;MO;M;29;SI;X;BR;3
D111200361;1;SI;X;SI;SI;X;BR;8
D111200362;1;AU;M;37;SI;X;BR;8
D111200363;1;AU;M;SI;SI;X;BR;8
D111200363;2;MO;M;19;SI;X;BR;3
D111200364;1;ON;M;24;SI;X;BR;5
D111200364;2;MO;M;32;SI;X;BR;3
D111200365;1;CM;M;36;SI;X;BR;3
D111200365;2;MO;M;32;SI;X;BR;5
D111200366;1;AU;M;41;SI;X;BR;8
D111200366;2;AU;M;23;SI;X;BR;4
D111200366;3;AU;F;60;SI;X;BR;7
D111200367;1;MO;F;SI;SI;X;BR;8
D111200368;1;AU;M;48;SI;X;BR;3
D111200369;1;AU;M;24;SI;X;BR;3
D111200369;2;MO;M;28;SI;X;BR;3
D111200370;1;AU;F;38;SI;X;BR;7
D111200370;2;AU;M;62;SI;X;BR;5
D111200370;3;AU;M;26;SI;X;BR;5
D111200370;4;AU;M;20;SI;X;BR;7
D111200371;1;AU;M;37;SI;X;BR;6
D111200371;2;MO;M;SI;SI;X;BR;8
D111200372;1;MO;M;26;SI;X;BR;5
D111200373;1;AU;F;27;SI;X;BR;7
D111200373;2;MO;F;24;SI;X;SA;6
D111200374;1;AU;M;32;SI;X;BR;3
D111200374;2;MO;F;19;SI;X;BR;5
D111200375;1;CM;M;41;SI;X;BR;3
D111200375;2;MO;M;39;SI;X;BR;8
D111200376;1;AU;M;34;SI;X;BR;3
D111200376;2;MO;M;29;SI;X;BR;6
D111200377;1;AU;M;44;HA;X;BR;7
D111200377;2;MO;M;27;HA;X;BR;5
D111200378;1;AU;M;35;HA;X;BR;5
D111200378;2;MO;M;35;HA;X;BR;3
D111200379;1;AU;M;40;SI;X;BR;3
D111200379;2;AU;M;27;SI;X;BR;8
D111200380;1;AU;F;25;SI;X;BR;7
D111200380;2;MO;M;30;SI;X;BR;7
D111200381;1;MO;M;37;SI;X;BR;5
D111200381;2;AU;M;67;SI;X;BR;8
D111200382;1;AU;M;57;SI;X;BR;8
D111200382;2;BI;M;30;NE;X;BR;7
D111200383;1;AU;F;SI;SI;X;BR;8
D111200383;2;MO;M;29;SI;X;BR;4
D111200384;1;MO;M;28;HA;X;BR;3
D111200385;1;MO;M;30;SI;X;BR;8
D111200386;1;AU;M;38;SI;X;AA;8
D111200386;2;MO;M;54;SI;X;BR;4
D111200387;1;MO;M;31;SI;X;BR;3
D111200387;2;AU;M;66;SI;X;BR;5
D111200388;1;MO;M;30;SI;X;BR;6
D111200389;1;AU;X;SI;SI;X;BR;8
D111200389;2;MO;M;39;SI;X;BR;3
D111200390;1;AU;M;35;SI;X;BR;3
D111200391;1;CM;M;61;SI;X;BR;5
D111200391;2;AU;M;34;SI;X;BR;6
D111200392;1;AU;M;41;SI;X;BR;3
D111200392;2;ON;M;SI;HA;X;BR;8
D111200393;1;MO;M;27;SI;X;BR;8
D111200393;2;AU;M;26;SI;X;BR;3
D111200394;1;MO;M;18;IN;X;BR;3
D111200395;1;MO;M;23;SI;X;BR;3
D111200395;2;AU;F;39;SI;X;BR;7
D111200396;1;AU;M;18;SI;X;BR;5
D111200397;1;MO;M;23;IN;X;BR;3
D111200397;2;AU;F;27;SI;X;BR;5
D111200398;1;MO;M;34;IN;X;BR;5
D111200398;2;AU;F;31;SI;X;BR;5
D111200399;1;MO;M;20;SI;X;BR;3
D111200400;1;AU;M;46;SI;X;SA;3
D111200400;2;AU;F;30;SI;X;BR;5
D111200401;1;BI;M;10;NE;X;BR;2
D111200401;2;AU;M;52;SI;X;BR;5
D111200402;1;MO;M;30;SI;X;BR;3
D111200402;2;AU;M;35;SI;X;BR;7
D111200403;1;MO;M;32;SI;X;BR;5
D111200403;2;AU;M;41;SI;X;BR;6
D111200404;1;AU;F;41;SI;X;BR;5
D111200404;2;AU;F;67;SI;X;BR;8
D111200405;1;MO;M;30;IN;X;BR;7
D111200405;2;AU;M;70;SI;X;BR;8
D111200406;1;MO;M;42;SI;X;BR;8
D111200406;2;AU;M;26;SI;X;BR;7
D111200407;1;MO;M;19;IN;X;BR;3
D111200407;2;AU;F;28;SI;X;BR;5
D111200408;1;MO;M;23;SI;X;BR;5
D111200409;1;MO;M;43;SI;X;BR;5
D111200409;2;AU;M;35;SI;X;BR;7
D111200410;1;MO;M;41;SI;X;BR;5
D111200410;2;AU;F;47;SI;X;BR;5
D111200411;1;MO;M;17;IN;X;BR;3
D111200411;2;AU;M;51;SI;X;BR;5
D111200412;1;MO;M;17;IN;X;BR;3
D111200412;2;MO;M;39;IN;X;BR;3
D111200413;1;AU;M;24;SI;X;BR;7
D111200413;2;CM;M;53;SI;X;BR;5
D111200414;1;MO;M;57;HA;X;BR;5
D111200415;1;AU;M;32;HA;X;BR;3
D111200415;2;MO;M;30;HA;X;BR;5
D111200416;1;AU;F;SI;SI;X;BR;8
D111200417;1;CM;M;27;SI;X;BR;5
D111200417;2;MO;M;20;SI;X;BR;4
D111200418;1;AU;M;28;SI;X;BR;5
D111200419;1;AU;M;64;SI;X;BR;7
D111200419;2;MO;M;31;SI;X;BR;3
D111200420;1;AU;M;SI;SI;X;BR;8
D111200421;1;CM;M;56;SI;X;BR;7
D111200421;2;AU;M;34;SI;X;BR;8
D111200422;1;AU;M;19;SI;X;BR;3
D111200422;2;AU;F;36;SI;X;BR;7
D111200423;1;MO;X;SI;SI;X;BR;8
D111200423;2;MO;M;50;SI;X;BR;8
D111200424;1;OU;M;52;HA;X;BR;2
D111200424;2;BI;F;43;NE;X;BR;5
D111200425;1;AU;M;51;SI;X;BR;7
D111200425;2;AU;M;27;SI;X;BR;5
D111200426;1;OU;M;29;HA;X;BR;5
D111200426;2;AU;F;30;SI;X;BR;7
D111200427;1;MO;M;27;SI;X;BR;3
D111200428;1;MO;M;SI;SI;X;BR;8
D111200428;2;AU;M;28;SI;X;BR;5
D111200429;1;MO;M;35;HA;X;BR;3
D111200429;2;CM;M;20;HA;X;BR;2
D111200430;1;MO;M;31;HA;X;BR;8
D111200430;2;AU;M;41;SI;X;BR;5
D111200431;1;AU;M;44;SI;X;BR;3
D111200431;2;MC;X;SI;SI;X;BR;8
D111200432;1;MO;M;32;HA;X;BR;3
D111200432;2;AU;F;22;HA;X;BR;5
D111200433;1;MO;M;28;SI;X;BR;5
D111200433;2;AU;F;26;SI;X;BR;7
D111200434;1;MO;M;32;SI;X;BR;6
D111200434;2;AU;M;46;SI;X;BR;7
D111200435;1;MO;M;22;SI;X;BR;3
D111200435;2;AU;M;24;SI;X;BR;4
D111200436;1;MO;M;25;HA;X;BR;5
D111200436;2;AU;M;50;HA;X;BR;7
D111200437;1;AU;M;25;SI;X;BR;5
D111200438;1;AU;F;21;SI;X;BR;6
D111200438;2;AU;F;85;SI;X;BR;8
D111200439;1;CM;M;43;SI;X;BR;3
D111200440;1;AU;F;27;SI;X;BR;3
D111200441;1;MO;M;50;SI;X;BR;3
D111200441;2;AU;M;33;SI;X;BR;5
D111200442;1;MO;M;30;SI;X;SA;8
D111200442;2;AU;F;34;SI;X;BR;7
D111200443;1;MO;M;35;SI;X;BR;8
D111200444;1;OU;F;SI;HA;X;BR;8
D111200445;1;OU;M;48;HA;X;BR;8
D111200445;2;BI;M;SI;NE;X;BR;8
D111200446;1;MO;M;23;SI;X;BR;3
D111200447;1;AU;F;26;SI;X;BR;7
D111200447;2;AU;M;42;SI;X;BR;7
D111200448;1;BI;M;55;NE;X;BR;7
D111200449;1;MO;M;57;SI;X;BR;8
D111200449;2;AU;M;51;SI;X;BR;8
D111200450;1;MO;M;35;SI;X;BR;3
D111200450;2;AU;M;20;SI;X;BR;5
D111200451;1;MO;M;22;SI;X;BR;5
D111200451;2;AU;M;49;SI;X;SA;3
D111200452;1;MO;M;24;SI;X;BR;3
D111200452;2;AU;F;39;SI;X;BR;6
D111200453;1;MO;M;29;HA;X;BR;5
D111200453;2;AU;F;32;HA;X;BR;5
D111200454;1;AU;M;23;SI;X;BR;5
D111200455;1;ON;M;40;SI;X;BR;8
D111200456;1;AU;X;SI;SI;X;BR;8
D111200457;1;AU;M;36;SI;X;BR;8
D111200458;1;AU;M;64;SI;X;BR;2
D111200459;1;OU;X;SI;HA;X;BR;8
D111200459;2;CM;M;22;SI;X;BR;3
D111200460;1;AU;F;37;SI;X;BR;7
D111200460;2;MO;M;20;SI;X;BR;5
D111200461;1;AU;M;SI;SI;X;BR;8
D111200461;2;MO;M;25;SI;X;BR;2
D111200462;1;AU;M;53;SI;X;BR;3
D111200463;1;CM;M;49;SI;X;BR;3
D111200464;1;AU;F;40;SI;X;BR;6
D111200465;1;MO;M;20;HA;X;BR;5
D111200465;2;AU;X;SI;SI;X;BR;8
D111200466;1;MO;M;31;SI;X;BR;5
D111200467;1;AU;M;30;SI;X;BR;5
D111200467;2;CA;M;39;SI;X;BR;3
D111200468;1;CM;F;34;SI;X;BR;5
D111200468;2;CM;M;62;SI;X;BR;7
D111200469;1;MO;M;28;SI;X;BR;3
D111200469;2;CM;M;21;SI;X;BR;3
D111200470;1;OU;M;SI;HA;X;BR;8
D111200471;1;OU;M;43;HA;X;BR;5
D111200472;1;MO;M;43;SI;X;BR;3
D111200473;1;AU;F;SI;HA;X;BR;8
D111200473;2;AU;M;26;HA;X;BR;3
D111200474;1;AU;X;SI;SI;X;BR;8
D111200474;2;AU;F;66;SI;X;BR;7
D111200475;1;AU;M;55;SI;X;BR;3
D111200475;2;MO;F;33;SI;X;BR;5
D111200476;1;AU;M;51;SI;X;BR;7
D111200476;2;MO;F;23;SI;X;BR;7
D111200477;1;AU;M;37;SI;X;BR;6
D111200477;2;MO;M;30;SI;X;BR;5
D111200478;1;OU;M;42;HA;X;BR;3
D111200478;2;MO;M;24;SI;X;BR;3
D111200479;1;AU;M;44;SI;X;SA;8
D111200479;2;CM;F;41;SI;X;BR;5
D111200480;1;AU;M;60;SI;X;BR;7
D111200481;1;AU;M;SI;SI;X;BR;8
D111200481;2;AU;F;52;SI;X;BR;7
D111200482;1;MC;M;36;HA;X;BR;5
D111200483;1;MO;X;SI;SI;X;BR;8
D111200484;1;AU;F;62;SI;X;BR;8
D111200484;2;MO;M;32;SI;X;BR;6
D111200485;1;OU;M;44;HA;X;BR;5
D111200486;1;MO;M;SI;SI;X;BR;8
D111200486;2;AU;M;30;SI;X;BR;7
D111200487;1;AU;M;19;SI;X;BR;5
D111200488;1;AU;F;21;SI;X;BR;5
D111200489;1;MO;M;20;SI;X;BR;5
D111200489;2;AU;M;33;SI;X;BR;7
D111200490;1;AU;F;35;SI;X;BR;5
D111200490;2;MO;M;23;SI;X;BR;3
D111200491;1;AU;M;71;SI;X;BR;4
D111200492;1;MO;M;29;SI;X;BR;3
D111200493;1;AU;F;SI;SI;X;BR;8
D111200493;2;MO;M;36;SI;X;BR;7
D111200494;1;AU;M;23;SI;X;BR;6
D111200494;2;MO;M;44;SI;X;BR;5
D111200495;1;AU;F;35;SI;X;BR;7
D111200496;1;AU;M;34;SI;X;BR;7
D111200497;1;AU;M;50;SI;X;BR;7
D111200498;1;AU;F;86;SI;X;BR;5
D111200498;2;MO;M;32;SI;X;BR;5
D111200499;1;MO;M;35;HA;X;BR;3
D111200499;2;AU;M;36;HA;X;BR;5
D111200500;1;CM;M;32;SI;X;BR;8
D111200500;2;MO;M;44;SI;X;BR;5
D111200501;1;AU;M;SI;SI;X;BR;8
D111200501;2;MO;M;27;SI;X;BR;3
D111200502;1;CM;M;32;SI;X;BR;2
D111200502;2;ON;M;SI;SI;X;BR;8
D111200503;1;MO;M;30;SI;X;BR;8
D111200504;1;MO;M;21;SI;X;BR;5
D111200504;2;MO;M;19;SI;X;BR;5
D111200505;1;MO;M;37;HA;X;BR;4
D111200505;2;AU;M;40;HA;X;BR;5
D111200506;1;OU;M;44;HA;X;BR;3
D111200507;1;AU;M;25;SI;X;BR;5
D111200507;2;CM;F;56;SI;X;BR;6
D111200508;1;MO;M;43;SI;X;BR;5
D111200508;2;AU;F;SI;SI;X;BR;8
D111200509;1;MO;M;33;HA;X;BR;5
D111200510;1;AU;M;58;HA;X;BR;7
D111200510;2;AU;F;48;IN;X;BR;6
D111200510;3;MO;M;29;HA;X;BR;3
D111200511;1;SI;X;SI;SI;X;BR;8
D111200512;1;AU;M;26;SI;X;AA;7
D111200512;2;AU;F;45;SI;X;BR;7
D111200513;1;MO;M;24;SI;X;BR;5
D111200514;1;MO;M;28;SI;X;BR;3
D111200514;2;AU;M;SI;SI;X;BR;8
D111200515;1;MO;M;35;SI;X;BR;7
D111200515;2;AU;M;61;SI;X;BR;7
D111200516;1;AU;M;30;HA;X;BR;7
D111200517;1;MO;M;29;SI;X;BR;5
D111200517;2;AU;F;33;SI;X;BR;8
D111200518;1;AU;X;SI;SI;X;BR;8
D111200519;1;MO;M;27;HA;X;BR;7
D111200519;2;CM;M;41;HA;X;BR;5
D111200520;1;AU;M;SI;SI;X;BR;8
D111200521;1;MO;M;29;SI;X;BR;3
D111200522;1;AU;M;35;SI;X;BR;2
D111200523;1;CM;M;25;SI;X;BR;5
D111200524;1;MO;M;47;SI;X;BR;3
D111200524;2;AU;M;51;SI;X;BR;2
D111200525;1;AU;X;SI;SI;X;BR;8
D111200526;1;MO;M;23;SI;X;BR;6
D111200526;2;AU;M;SI;SI;X;BR;8
D111200527;1;ON;M;27;SI;X;BR;5
D111200528;1;AU;M;39;SI;X;BR;5
D111200528;2;AU;M;20;SI;X;BR;6
D111200529;1;MO;M;SI;SI;X;BR;8
D111200529;2;AU;X;SI;SI;X;BR;8
D111200530;1;MO;M;25;SI;X;BR;3
D111200531;1;AU;F;33;SI;X;BR;7
D111200531;2;OU;M;SI;HA;X;BR;8
D111200532;1;MO;M;23;SI;X;BR;5
D111200532;2;AU;M;49;SI;X;BR;5
D111200533;1;MO;F;23;SI;X;BR;8
D111200533;2;AU;M;22;SI;X;BR;7
D111200534;1;AU;M;46;SI;X;BR;7
D111200535;1;MO;M;33;SI;X;BR;3
D111200535;2;CM;M;32;SI;X;BR;3
D111200536;1;MO;M;31;SI;X;BR;5
D111200536;2;AU;M;33;SI;X;BR;8
D111200537;1;AU;M;45;SI;X;BR;3
D111200538;1;AU;F;SI;SI;X;BR;8
D111200539;1;MO;M;27;SI;X;BR;5
D111200539;2;AU;F;35;SI;X;BR;8
D111200540;1;MO;F;32;SI;X;BR;6
D111200540;2;AU;M;SI;SI;X;BR;8
D111200541;1;MO;M;31;SI;X;BR;3
D111200542;1;AU;M;26;SI;X;BR;5
D111200542;2;OU;M;32;HA;X;BR;8
D111200543;1;AU;M;26;IN;X;SA;5
