codlog;tipo;titulo;preposicao;nome;cep
02241;R; ; ;ARMANDO GOMES DE ARAUJO;04402-000
02242;R; ; ;ARMANDO GUZZI;02962-000
02243;R;DOM; ;ARMANDO LOMBARDI;05616-000
02244;R;DR; ;ARMANDO MARCONDES MACHADO;03645-000
02245;R; ; ;ARMANDO MARTINO;05127-000
02246;R; ; ;ARMANDO MAS LEITE;05797-000
02247;R; ; ;ARMANDO MOTA;05330-000
02248;R; ; ;ARMANDO PAIM;02216-000
02249;R; ; ;ARMANDO PENTEADO;01242-000
02250;R; ; ;JOANIDIA SODRE;03222-000
02251;R; ; ;ELIAS DE SOUSA PINTO;02357-000
02252;R;COMEN; ;ARMANDO PEREIRA;02357-000
02254;R; ; ;ARMANDO PINTO;05442-000
02255;R; ; ;ARMANDO RAMOS FILHO;02929-000
02256;R; ; ;ARMANDO RODRIGUES;02166-000
02257;PC; ; ;ARMANDO DE SALES OLIVEIRA;04001-000
02258;R;DR; ;ARMANDO TARANTINO;03139-000
02259;R;BRIG; ;ARMANDO TROMPOWSKY;05655-000
02260;R; ; ;ARMANDO VIEIRA;04816-000
02261;R; ; ;ARMANDO WILSON SCURACCHIO;04401-000
02262;R; ; ;ARMENIA;02451-000
02263;R;DR; ;ARMILLO;03269-000
02264;R; ; ;EUVIRA MARIA DE SA;03269-000
02265;R; ; ;ARMINDA;04545-000
02266;R; ; ;ALZIRA ALVES DOS SANTOS;04459-000
02267;R; ; ;PEDRO DE SOUZA BARROS;03257-000
02268;R; ; ;ARMINDO GUARANA;03335-000
02270;R; ; ;ARMORIAL;04261-000
02271;AV;DR; ;ARNALDO;01255-000
02272;R;CON; ;ARNALDO CAIAFFA;02348-000
02273;R;SOLD; ;ARNOLDO CANDIDO RAULINO;02144-000
02274;R; ; ;ARNALDO CINTRA;03088-000
02275;R;DR; ;ARNALDO DE CAMPOS;02975-000
02276;R;DR; ;ARNALDO DE MORAIS;03721-000
02278;R; ; ;ARNALDO JOAO;03660-000
02279;R; ; ;ARNALDO MAGNICCARO;04691-000
02280;R;DR; ;ARNALDO PEDROSO;04256-000
02281;R;PDE; ;ARNALDO PEREIRA;04358-000
02282;PC; ; ;ARNALDO PESCUMA;02347-000
02283;R; ; ;ARNALDO SCEPPA;02320-000
02284;R; ; ;ARNALDO VALLARDI PORTILHO;03632-000
02285;AV; ; ;ARNO;03108-000
02286;PC; ; ;ARNO KONDER;04945-000
02287;AV; ; ;ARNOLFO AZEVEDO;01236-000
02288;R; ; ;DANCA DOS SETE VEUS;02375-000
02289;R; ; ;AROABA;05315-000
02291;R; ; ;ERIK SATIE;04931-000
02292;R; ; ;LUIZ ANTONIO DE OLIVEIRA ALVES;02314-000
02293;R; ;DAS;AROEIRAS;04344-000
02294;R; ; ;TOME DE ALMEIDA E OLIVEIRA;02976-000
02295;R; ; ;MIRAPORANGA;08090-000
02296;PC; ; ;HAROLDO DALTRO;03444-000
02297;R; ; ;AROLDO DE AZEVEDO;05788-000
02298;R; ; ;AROLDO PICINA;03454-000
02299;R;S; ;JOSE DO CAMPESTRE;03728-000
02300;LG; ;DO;AROUCHE;01219-000
02301;R; ;DO;AROUCHE;01219-000
02302;R; ; ;TOTONIO PACHECO;02434-000
02303;R; ; ;PEDRO AVONDANO;03429-000
02304;R; ; ;OLIVIO GUELFI;03710-000
02305;R; ; ;ARPUI;02514-000
02306;R; ; ;ARQUIMEDES;03693-000
02307;R; ; ;ROMILDO OTTENIO;03225-000
02308;R; ;DO;ARRAIAL;04122-000
02310;R; ; ;ARREBOL;04249-000
02311;R; ; ;ARROIO GRANDE;04253-000
02312;R; ; ;ARROIO HONDO;04218-000
02313;PC; ; ;ARRUDA;05386-000
02314;R; ; ;ARRUDA ALVIM;05410-000
02316;AV; ; ;ARRUDA BOTELHO;05466-000
02317;R; ; ;ARRUDA DA CAMARA;02935-000
02318;R; ; ;ARRUDA FERREIRA;02055-000
02319;R;PROF; ;ARRUDA SAMPAIO;04280-000
02320;PC;STO; ;ARSENIO;03358-000
02321;R; ; ;ARSENIO DOS SANTOS;03386-000
02322;R; ; ;ARSENIO GUILHERME;08030-000
02324;R; ;DAS;ARTEMISIAS;03202-000
02325;R;CEL; ;ARTUR DE PAULA FERREIRA;04511-000
02326;R; ; ;ARTHUR FRIEDENREICH;03742-000
02327;R; ; ;ARTUR GARCIA;03581-000
02328;R;DR; ;ARTUR GUIMARAES;02038-000
02329;R;DR; ;ARTUR LEITE DE BARROS JUNIOR;02408-000
02330;R; ; ;ARTUR MENDONCA;03067-000
02331;R; ; ;ARTUR NASCIMENTO JUNIOR;04815-000
02332;R; ; ;ARTUR PINTO DA ROCHA;05335-000
02333;R;PROF; ;ARTUR RAMOS;01454-000
02334;R; ; ;ARTUR RIEDEL;05451-000
02335;R;PROF; ;ROLANDO ANGELO TENUTO;04627-000
02336;R; ; ;ARTUR THIRE;04146-000
02337;R;PROF; ;ARTUR TORRES FILHO;04742-000
02338;R; ; ;ARTIA;03223-000
02339;R; ;DOS;ARTIFICES;03725-000
02340;R; ; ;ARTUR;02467-000
02341;R; ; ;ARTUR ALVIM;03565-000
02343;R; ; ;ARTUR ANDRADE;04402-000
02344;R; ; ;ARTUR BASTOS;05126-000
02345;R; ; ;ARTUR BERNARDES;03349-000
02346;R; ;DOS;OPERARIOS;04161-000
02347;R; ; ;DOMINGOS ARAUJO;02760-000
02348;R;DR; ;ALVINO LIMA;04103-000
02349;R; ; ;ARTUR DE ALMEIDA;04011-000
02350;R; ; ;ARTUR DE AZEVEDO;05404-000
02351;R;DR; ;PHIDIAS DE BARROS MONTEIRO;05404-000
02352;R;PROF; ;ARTUR DE CAMPOS GONCALVES;02346-000
02353;R;ENG; ;ARTUR DE MIRANDA;05534-000
02354;R; ; ;ARTUR DE OLIVEIRA;02535-000
02355;R;DR; ;ARTUR DE SANTI;03373-000
02356;R; ; ;ARTUR DIAS;04150-000
02357;R;DR; ;ARTUR IMBASSAI;05523-000
02358;R;DR; ;ARTUR FAJARDO;02963-000
02359;R;CEL; ;ARTUR GODOI;04018-000
02360;R;DR; ;ARTUR ZAPPONI;02840-000
02361;R; ; ;ARTUR LOBO;04384-000
02362;R; ; ;ARTUR MOTA;03062-000
02364;R; ; ;ARTUR NAPOLEAO;01546-000
02365;R;DR; ;ARTUR NEIVA;05359-000
02366;R; ; ;ARTUR ORLANDO;03437-000
02367;PC; ; ;ARTUR PEDERZOLI;02417-000
02368;R; ; ;ARTUR PRADO;01322-000
02369;R; ; ;ARTUR SABOIA;04104-000
02370;R;PROF; ;ARTUR SANTANA;04181-000
02371;PC;COMTE; ;ARTUR TOMPSON;03416-000
02372;R; ; ;SILVA CORDOVIL;08142-000
02373;R; ; ;ARUA;04255-000
02374;R; ; ;ARUAQUE;02082-000
02375;R; ; ;ARUBE;02275-000
02377;R; ; ;ARUJA;04104-000
02378;R; ; ;ARUMATEIA;02229-000
02379;R; ; ;ANTONIO CARLOS MENDONCA;04477-000
02381;R; ;DOS;ARVOREDOS;02614-000
02382;R;PROF; ;VIVEIROS RAPOSO;02836-000
02383;R;MAJ; ;ARI GOMES;02309-000
02384;R; ; ;ARI JOSE LIGLORI;03581-000
02385;R;ALM; ;ARI PARREIRAS;04176-000
02386;R; ; ;ARI SIQUEIRA;03513-000
02387;R;PROF; ;ARISTOBULO DE FREITAS;03755-000
02388;R; ; ;MARROIO;02052-000
02389;R; ; ;ASCANIO;03373-000
02390;R;CEL; ;JAIME AMERICANO;05351-000
02391;R;DR; ;ASCANIO CERQUEIRA;04288-000
02392;R; ; ;ASCENSAO;03415-000
02393;R; ; ;ASCENCIONAL;05713-000
02394;AV;PROF; ;ASCENDINO REIS;04027-000
02395;R; ; ;ASCENSO DE QUADROS;08440-000
02396;R; ; ;ASCENSO FERNANDES;08081-000
02397;R; ; ;ASCENSO RIBEIRO;05624-000
02398;R; ; ;ASDRUBAL DO NASCIMENTO;01316-000
02399;R; ; ;ASFALTITE;03358-000
02400;R; ; ;ASIA;05413-000
02401;R; ; ;ASPASIA;04538-000
02402;R; ; ;ASPICUELTA;05433-000
02404;R;COMEN; ;ASSAD ABDALLA;01022-000
02405;R; ; ;ASSAD BECHARA;05867-000
02406;AL;SSARG; ;ASSAD FERES;02176-000
02407;R; ; ;ASSAD MOISES SALIBA;04284-000
02408;R; ; ;BENJAMIM LIMA;04350-000
02409;R; ; ;GUABIRUBA;03282-000
02410;R; ; ;ASSANGUI;05847-000
02411;R; ; ;ASSANO;02132-000
02412;R; ; ;ASSAPABA;08285-000
02413;R; ; ;ACARAI;05608-000
02414;AV; ; ;ASSARE;04446-000
02415;R; ; ;ASSEMBLEIA;01320-000
02416;R; ; ;ASSEMBLEIA DE DEUS;03253-000
02417;R; ; ;ASSIS;01140-000
02418;R; ; ;MARIA GAY;04411-000
02419;R;CON; ;ASSIS BARROS;05523-000
02420;R; ; ;ASSIS BRASIL;04601-000
02421;AV; ; ;ASSIS CHATEAUBRIAND;02009-000
02423;R;DR; ;ASSIS CINTRA;04534-000
02424;R;VISC;DE;ASSIS MARTINS;02763-000
02425;PC;DR; ;ASSIS MONTEIRO;04404-000
02426;R;S; ;JOAO DO CARIRI;08240-000
02427;R;DR; ;ASSIS DE MOURA;04120-000
02428;PC;MAEST; ;ASSIS REPUBLICANO;03677-000
02429;R;DR; ;ASSIS RIBEIRO;03717-000
02431;R; ; ;ASSIS VALENTE;03543-000
02432;R;PROF; ;ASSIS VELOSO;08021-000
02433;R; ; ;ASSUERO ROQUE;02474-000
02434;R; ; ;ASSUI;02040-000
02435;R;CD;DE;ASSUMAR;02255-000
02436;R; ; ;ASSUNCAO;03005-000
02437;R; ; ;DANIEL MAROT;04165-000
02438;R; ; ;ASSUNGUI;04131-000
02439;R; ; ;ASSUPA;03137-000
02440;R; ; ;ASTARTE;03446-000
02441;R; ; ;ASTOLFO VIEIRA DE REZENDE;04816-000
02442;R;PROF; ;ASTOLFO TAVARES PAIS;05352-000
02443;R;PROF; ;JOAO VAMPRE;04160-000
02444;R; ; ;ASTORGA;03542-000
02445;R; ; ;ASTRAPEIA;02212-000
02446;R; ; ;ASTRO;03324-000
02447;R; ; ;ASTROGILDO CINTRA;03720-000
02448;R; ; ;AMADEU SIMEI;05780-000
02449;R; ; ;ASTURIAS;02540-000
02450;R; ; ;ELVIRA LIBERATORI;05566-000
02451;R;PRINC;DAS;ASTURIAS;04331-000
02452;R; ; ;ATABASCA;05603-000
02453;R;VISC;DE;ATAIDE;03414-000
02454;R; ; ;ATALAIA;01251-000
02455;AV;GAL; ;ATALIBA LEONEL;02033-000
02456;R; ; ;ATALIBA NOGUEIRA;03906-000
02457;R;PROF; ;ATALIBA DE OLIVEIRA;04071-000
02458;R; ; ;ATALIBA VIEIRA;02216-000
02459;PC;STO; ;ATANASIO;03355-000
02460;R; ; ;DJAIR PEREIRA DE MACEDO;03355-000
02461;R; ; ;ATANASIO DA MOTA;05036-000
02462;R; ; ;ATAULFO DE PAIVA;03519-000
02463;R; ; ;ATENAS;01446-000
02464;R; ; ;ATENAUES;03646-000
02465;R; ; ;ATENEU;04284-000
02466;R; ; ;ATERARIS;05345-000
02468;R; ; ;ATOS RIBEIRO;02275-000
02469;R; ; ;ATIBAIA;01235-000
02470;R; ; ;MIGUEL HERNANDEZ;04307-000
02471;R; ; ;ANTONIO RODRIGUES DE SOUSA;03680-000
02472;R; ; ;ATICA;04634-000
02473;R; ; ;BABILONIA;04425-000
02474;R; ; ;ATILIO CARAMORI;08032-000
02475;R;PDE; ;ATILIO GARRET;03289-000
02476;R;PROF; ;ATILIO INNOCENTI;04538-000
02477;R; ; ;ATILIO MILANO;04753-000
02478;R; ; ;ATILIO PERRELA;03276-000
02479;R; ; ;ATILIO PIFFER;02516-000
02480;R; ; ;ATIMBA;05452-000
02481;R; ; ;ATITUBA;03614-000
02482;R; ; ;ATLANTE;04201-000
02483;AV; ; ;ROBERT KENNEDY;04768-000
02484;R; ; ;ATLANTICA;01440-000
02485;R; ; ;ATLANTIDA;03421-000
02486;R; ; ;ATLAS;03414-000
02487;R;PROF; ;ATHANASSOF;03552-000
02488;R; ; ;ANTONINA RONDOM;02352-000
02489;R; ; ;PIETRO MONGINI;04430-000
02490;R; ; ;ATUAI;03646-000
02491;R; ; ;ATUAU;05428-000
02492;R; ; ;ATUCUPE;05792-000
02493;R; ; ;ATUCURI;03411-000
02494;R; ; ;ATURARI;03408-000
02495;R;ENG; ;AUBERTIN;05068-000
02497;R; ; ;AUGUSTA;01305-000
02499;R; ; ;PEDRO RODRIGUES DA SILVA;03735-000
02500;R; ; ;MIGUEL MELO;05780-000
02501;R;DONA; ;AUGUSTA GORGUEIRA;04303-000
02502;R; ; ;AUGUSTA BERTA;02750-000
02503;R; ; ;AUGUSTA COLOMBO FORTES;03917-000
02504;R; ; ;AUGUSTA DE JESUS;02315-000
02505;R; ; ;AUGUSTA MAGALHAES;04155-000
02506;R; ; ;AUGUSTIN LOUIS CAUCHY;03690-000
02507;R; ; ;AUGUSTINHO BRANCO DE ARAUJO;04678-000
02508;R;PDE; ;AGOSTINHO JORGE;02216-000
02509;PC; ; ;AUGUSTO ANTONIO DA SILVA;04691-000
02510;AV; ; ;AUGUSTO ANTUNES;08051-000
02511;R; ; ;BAIARDO MEDEIROS;08050-000
02512;R; ; ;AUGUSTO BAER;02219-000
02513;PC;PROF; ;AUGUSTO BAILLOT;03342-000
02514;R; ; ;AUGUSTO CALHEIROS;05364-000
02516;R; ; ;AUGUSTO CARLOS BAUMAN;08210-000
02517;R; ; ;AUGUSTO CARLOS BIRKHOLZ;04722-000
02518;R;DR; ;AUGUSTO CESAR;03734-000
02519;R;PROF; ;AUGUSTO COELHO E SOUSA;05170-000
02520;R; ; ;AUGUSTO CORREA LEITE;03726-000
02521;R; ; ;AUGUSTO DA SILVA;02724-000
02522;AV; ; ;AUGUSTO DE CASTRO;04466-000
02523;R; ; ;AUGUSTO DE LIMA;02252-000
02524;R; ; ;AUGUSTO DE MACEDO COSTA;02802-000
02526;R; ; ;AUGUSTO DE MENDONCA;03521-000
02527;R;DR; ;AUGUSTO DE MIRANDA;05026-000
02528;R; ; ;AUGUSTO DE MORAES;05794-000
02529;R; ; ;ALESSANDRO MANZONI;04445-000
02530;R; ; ;AUGUSTO DE TOLEDO;01542-000
02531;R; ; ;ANDRADE E SILVA;03735-000
02532;R; ; ;AUGUSTO DOS SANTOS;02636-000
02533;R;ENG; ;AUGUSTO DURANTE;05203-000
02534;R;PROF; ;JOSE SOARES DE MELLO;02882-000
02535;R;PROF; ;AUGUSTO FERREIRA MORAIS;04763-000
02536;R; ; ;AUGUSTO FARINHA;05594-000
02537;TV; ;DA;TRANQUILIDADE;08021-000
02538;R; ; ;AUGUSTO FERREIRA DE MORAIS;04763-000
02539;R; ; ;AUGUSTO FETZER;03277-000
02540;R;DR; ;AUGUSTO GALVAO VAZ CERQUINHO;03189-000
02541;R; ; ;AUGUSTO GIL;02670-000
02542;R; ; ;AUGUSTO GIORGIO;03965-000
02543;R; ; ;NAPOLEAO DE CARVALHO FREIRE;04718-000
02544;R;PDE; ;AUGUSTO LOMBARDI;04430-000
02545;R;DR; ;AUGUSTO LEFEVRE;02322-000
02546;R;CEL; ;AUGUSTO MACHADO;05159-000
02547;R; ; ;AUGUSTO MAY;04231-000
02548;R; ; ;JOAO DE LIMA BONFANTE;04939-000
02549;R; ; ;AUGUSTO MONTEIRO DE ABREU;05399-000
02550;R; ; ;AUGUSTO MUNIZ RIBEIRO;03805-000
02551;R; ; ;AUGUSTO OSTERGREEN;03644-000
02552;R; ; ;HERNANI PIRES DE CAMPOS SEABRA;04741-000
02553;R; ; ;AUGUSTO FERREIRA RAMOS;03947-000
02554;R;ENG; ;AUGUSTO PESTANA;04469-000
02556;R; ; ;AUGUSTO REGINATO;03434-000
02557;R; ; ;AUGUSTO ROLIM LOUREIRO;04070-000
02558;R; ; ;JOSE PINTO MARTINS;08411-000
02559;R;MAJ; ;AUGUSTO SEKER;08215-000
02560;R; ; ;SEVERIANO MELO;02232-000
02561;R; ; ;AUGUSTO SEVERO;01025-000
02562;R; ; ;AUGUSTO TAVARES DE LYRA;04173-000
02563;R; ; ;AUGUSTO TOLLE;02405-000
02564;R; ; ;AUGUSTO TORTORELO ARAUJO;02040-000
02565;R; ; ;AURA;03617-000
02566;R; ; ;AURANTINA;04248-000
02567;R; ; ;AUREA;04015-000
02570;R;STA; ;AUREA;04282-000
02571;R; ; ;AUREA BATISTA DOS SANTOS;05623-000
02572;R; ; ;JOAO BAPTISTA VENTURA;04314-000
02573;R; ; ;AURELIA;05046-000
02574;R;STA; ;AURELIA;04274-000
02575;R;STO; ;AURELIANO;02229-000
02576;R; ; ;AURELIANO COUTINHO;01224-000
02577;R;DR; ;AURELIANO DA SILVA ARRUDA;03960-000
02578;R; ; ;AURELIANO DA SILVA ROSARIO;02635-000
02579;R;DR; ;AURELIANO DUARTE;02632-000
02580;R; ; ;AURELIANO LEAL;02334-000
02581;R; ; ;AURELIANO LESSA;03342-000
02582;PC;PROF; ;AURELIANO PIMENTEL;05526-000
02583;R; ; ;AURELIANO PIZZOTI;02060-000
02584;R; ; ;AURELIO BELOTTI JUNIOR;05759-000
02585;R; ; ;ALCY BORGES DOS SANTOS;02276-000
02586;PC; ; ;AURELIO LOMBARDI;03445-000
02587;R; ; ;AURELIO PINHEIRO;03517-000
02589;R; ; ;AUREO PAIS;08021-000
02590;R; ; ;AURIVERDE;04222-000
02591;R; ; ;AURIFLAMA;05422-000
02592;R; ; ;AURILANDIA;05518-000
02594;LD; ; ;AURORA;04753-000
02595;R; ; ;AURORA;01209-000
02596;R; ; ;FRANCISCO ALVARES;02342-000
02597;R; ; ;JOAO DA SILVA DE MORAES;04677-000
02598;R; ; ;MANUEL BARBALHO DE LIMA;08110-000
02599;R; ; ;JOAQUIM JOSE DE ALMEIDA;05202-000
02600;TV; ; ;AFRODITE;02342-000
02601;R; ; ;CANGICA;08050-000
02602;R; ; ;DOVILIO PREVATO;04821-000
02603;R; ; ;AURORA DAS DORES;03380-000
02604;R; ; ;AURORA DE OLIVEIRA;02047-000
02605;R; ; ;AURORA FIDALGO;02246-000
02606;R;DONA; ;AURORA GUIMARAES;03622-000
02607;R; ; ;AUSONIA;02308-000
02608;R; ; ;VIRGINIA TOREZIN FORTE;04911-000
02609;R; ; ;AUSTRIA;01447-000
02610;R; ; ;ARAPA;04363-000
02611;R;STA; ;AUTA;02728-000
02612;R; ; ;AUTASES;03366-000
02613;AV; ; ;AUTODROMO;04792-000
02615;R; ; ;MAX ALVARY;04410-000
02616;R; ; ;AVAI;03188-000
02617;R; ; ;AVANHANDAVA;01306-000
02618;R; ; ;AVANI CORREA;05181-000
02619;R; ; ;AVARE;01243-000
02621;R; ; ;FRANCISCO ALVARES CORREIA;08151-000
02622;R; ; ;GINO MARINUZZI;04411-000
02623;R; ; ;HERACLITO DE SOUSA MORAIS;03691-000
02624;R;DONA; ;AVELINDA;04111-000
02625;R; ; ;AVELINA PEREIRA;02315-000
02626;R; ; ;AVELINO BARRETO;04242-000
02627;R;CAP; ;AVELINO CARNEIRO;03603-000
02628;R; ; ;AVELINO CARVALHO;03264-000
02629;R;DR; ;AVELINO CHAVES;05318-000
02630;R; ; ;AVELINO MATOS MACHADO;08081-000
02631;R; ; ;AVELINO NOGUEIRA DO PRADO;05549-000
02632;R; ;DAS;AVENCAS;05674-000
02633;R; ;DOS;AIRES;03265-000
02634;AL; ;DOS;AUETIS;04059-000
02635;R; ; ;AVIACAO;02012-000
02636;R;AVI; ;BARROS;04162-000
02637;R; ;DOS;AVIADORES;03069-000
02638;R; ; ;AVIAL;03643-000
02639;R; ; ;AVICENA;04149-000
02640;R; ; ;AVINHADO;08032-000
02641;LG;MEST;DE;AVIZ;04031-000
02642;R; ; ;AXICARA;02081-000
02643;R; ; ;AXOXE;03618-000
02644;R; ; ;AXUI;03617-000
02645;R; ; ;DURVAL FERNANDES CHAVES;05136-000
02646;R;DR; ;AIRES MARTINS TORRES;05352-000
02647;R; ; ;AIRTON BARROSO PEREIRA;02637-000
02648;R; ; ;AIRTON FERRAZ LAROCA;02273-000
02649;R; ; ;AIRTON ROXO;02968-000
02650;R;DR; ;AZAEL LOBO;03801-000
02651;R; ;DAS;AZALEAS;04049-000
02652;R; ; ;CACILDA BECKER;04704-000
02654;R; ; ;JOSE AUGUSTO RIBEIRO;03319-000
02655;R; ; ;AZELIO CAPOBIANCO;04349-000
02656;R; ; ;AZEM ABDALLA AZEM;05593-000
02658;AV; ; ;AZEVEDO;03308-000
02659;R;PDE; ;AZEVEDO;02044-000
02660;R;TTE; ;AZEVEDO;01528-000
02661;R; ; ;MARGARIDA ZINGG;04385-000
02662;R;PROF; ;AZEVEDO AMARAL;01409-000
02663;R;PROF; ;AZEVEDO ANTUNES;04384-000
02664;R; ; ;AZEVEDO E BRITO;03366-000
02665;R; ; ;AZEVEDO CASTRO;05362-000
02666;AV;DOM; ;AZEREDO COUTINHO;03470-000
02667;R; ; ;AZEVEDO JUNIOR;03040-000
02668;R;DR; ;AZEVEDO LIMA;02238-000
02669;R; ; ;AZEVEDO MACEDO;04013-000
02670;R; ; ;AZEVEDO MARQUES;01230-000
02671;R;CAP; ;AZEVEDO PINA;02256-000
02672;R; ; ;AZEVEDO RIBEIRO;04305-000
02673;R; ; ;AZEVEDO SOARES;03322-000
02674;R; ; ;AZIRA ASSAD JAFET;04210-000
02676;R; ; ;AZIZ JABUR MALUF;04041-000
02677;R; ; ;ASTECAS;02262-000
02678;R; ;DOS;AZULOES;04323-000
02679;R; ; ;AZURITA;03034-000
02680;R; ; ;B. B. VARELA;08240-000
02681;R; ; ;BABACU;08285-000
02682;R; ; ;INACIO PEREIRA DE LIMA;04933-000
02684;R; ; ;BABITONGA;04558-000
02685;R; ; ;BACABAL;03692-000
02686;R; ; ;ANTONIO TEIXEIRA BRAGA;02933-000
02687;R; ; ;BACAETAVA;04705-000
02688;R; ; ;BACAIRIS;03357-000
02689;R; ; ;BACANGA;03412-000
02690;R; ; ;BACARIRA;03411-000
02691;R; ; ;RACATI;02082-000
02692;R;DR; ;BACELAR;04026-000
02694;R; ; ;BACEUNAS;03127-000
02695;R; ; ;ABRAAO MIGUEL DO CARMO;04306-000
02696;R; ; ;BACIO DE FILICAIA;04914-000
02697;R; ; ;BACKER;01541-000
02698;R; ; ;BACONGO;05301-000
02699;R; ; ;BACOPARI;05470-000
02700;R; ; ;BACTORIA;03472-000
02701;R; ; ;BACURAU;08223-000
02702;R; ; ;BACURI;04136-000
02703;PC;DOM; ;LUIS DE MASCARENHAS;04468-000
02704;R; ; ;BADABUA;03715-000
02705;R; ; ;BADEN;03924-000
02706;R;DEP; ;BADY BASSIT;05517-000
02708;R; ; ;BAEPENDI;03077-000
02709;R;DR; ;BAETA NEVES;05444-000
02710;R; ; ;BAETINGA;04557-000
02711;R; ; ;BAGUACU;03344-000
02712;R; ; ;BAGDAD;08041-000
02713;R; ; ;BAGE;04012-000
02714;AV; ; ;BAGIRU;05469-000
02716;R;GAL; ;BAGNUOLO;03152-000
02718;R; ; ;BAGUARI;03084-000
02719;R; ; ;BAGUASSU;08160-000
02720;R;GAL; ;BAGUEIRA;02021-000
02721;R; ; ;PHILIPP LOHBAUER;04642-000
02722;R; ; ;BAHIA;01244-000
02726;R; ; ;LOUIS DAQUIN;04843-000
02727;R; ; ;EDOARDO BIZZARRI;04771-000
02728;R; ; ;FACHEIRO;08230-000
02729;R; ; ;BAIA GRANDE;03202-000
02730;R; ; ;BAIA NEGRA;03204-000
02731;R; ; ;BAIAS;05469-000
02732;R; ; ;BAIBIRI;03617-000
02734;R; ; ;BAICURI;05469-000
02735;R; ; ;BAILIQUE;03415-000
02736;R; ; ;BAIRI;05059-000
02737;R; ; ;BAIXA;02258-000
02740;R; ; ;BALBINA HARES;03715-000
02742;R;DONA; ;BALDUINA;01251-000
02743;R; ; ;BALDUINO CASTANHO;04257-000
02744;R;ENG; ;BALEM;03061-000
02745;R; ; ;BALISA;03347-000
02746;R; ; ;BALSA;02910-000
02747;R; ; ;SALINAS DO ACU;08071-000
02748;R; ;DAS;BALSAMICAS;03146-000
02749;R;VISC;DE;BALSEMAO;03414-000
02750;R; ; ;BALTAR;03209-000
02751;R; ; ;BALTAZAR;04832-000
02752;R; ; ;BALTAZAR BORGES;04295-000
02753;R; ; ;BALTAZAR CARRASCO;05426-000
02754;R; ; ;BALTHAZAR DA VEIGA;04510-000
02755;R; ; ;BALTAZAR DE ARAGAO;02134-000
02756;R; ; ;BALTAZAR DE MORAIS;02255-000
02757;R; ; ;BALTAZAR DE QUADROS;02727-000
02758;R; ; ;BALTAZAR DE SA;05831-000
02759;R; ; ;BALTAZAR FERNANDES;04583-000
02760;R; ; ;BALTAZAR GOMES DE ALARCAO;04417-000
02761;R; ; ;BALTAZAR GONCALVES;05046-000
02762;R; ; ;BALTAZAR LISBOA;04110-000
02763;R; ; ;BALTAZAR LOPES FRAGOSO;04949-000
02764;R; ; ;BALTAZAR PEREIRA;05175-000
02765;R; ; ;BALTAZAR PINTO;03517-000
02766;R; ; ;BALTAZAR RABELO;05360-000
02767;VL; ; ;BALTAZAR RODRIGUES;02044-000
02768;R; ; ;BALTAZAR DA SILVEIRA;02931-000
02769;R; ; ;BALTAZAR SOARES;04805-000
02770;R; ; ;BALTAZAR NUNES;08290-000
02771;R; ; ;BALUARTE;04549-000
02772;R; ; ;BALZAC;03359-000
02773;R; ; ;BAMBORE;04278-000
02774;R; ; ;BANABUIU;05139-000
02775;R; ; ;BANANAL;03073-000
02776;R;BR;DO;BANANAL;05024-000
02778;R; ;DOS;BANCARIOS;03112-000
02779;R; ; ;ANTONIO ROBERTO DE ALMEIDA;03726-000
02780;R; ; ;BANCO DAS PALMAS;02016-000
02781;R; ; ;PRAIA DO CEREJO;04360-000
02782;R; ; ;OCRE;08041-000
02783;R; ; ;BANDEIRA PAULISTA;04532-000
02784;R; ; ;ALEXANDRE EDER;04469-000
02785;R; ; ;ROSINA LOOS;02467-000
02786;R; ; ;ANTONIO DIAS PEREIRA;05388-000
02787;R;PROF; ;PAULO MANGABEIRA ALBERNAZ;04405-000
02788;R; ; ;SANTANA DOS OLHOS D'DAGUA;08421-000
02789;R; ; ;FLOR DA ESPERANCA;08235-000
02790;AV; ; ;JOSE CAETANO DA ROCHA;04194-000
02792;R; ;DOS;BANDEIRANTES;01124-000
02793;R; ; ;MANUEL RIBAS;08220-000
02795;PC; ;DA;BANDEIRA;01007-000
02796;R; ; ;OMAR CARDOSO;04747-000
02797;R; ; ;BANDIM;05470-000
02798;R; ; ;BANGU;04090-000
02799;R; ; ;MARIO ENZIO PASQUALUCCI;04711-000
02800;R; ; ;BANGUE;03731-000
02801;R; ; ;MARIZEIRO;04928-000
02802;R; ; ;BANHARAO;03366-000
02803;R; ; ;BANIBAS;05460-000
02804;R; ;DOS;BANQUEIROS;03918-000
02805;PS; ; ;BAPTISTA;04339-000
02806;R; ; ;BATISTA CAETANO;04108-000
02807;R; ; ;BATISTA DO CARMO;01535-000
02808;R; ; ;BAQUIA;03443-000
02809;R; ; ;BAQUIRIVU;04404-000
02810;R; ; ;BARAJUBA;05463-000
02811;R; ; ;BARAQUECABA;02307-000
02812;R; ; ;BARATA RIBEIRO;01308-000
02813;R; ; ;BARATARI;03618-000
02815;R; ; ;ANTONIO LUIS TIGRE;03379-000
02816;R; ; ;BARBACENA;03287-000
02817;R;MAL; ;BARBACENA;03333-000
02818;R; ; ;BARBALHA;05083-000
02819;TV; ; ;BARBALHA;05083-000
02820;R; ; ;JOSE ALVES PASSOS;04127-000
02821;R;PROF; ;SYLVIO MARCONDES MACHADO;02674-000
02823;AV; ; ;FUJARO;04301-000
